epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,14554.1,0.98385,0.90335,1.2462,0.75907,0.73412,0.78885,0.54251,1.2107,0.96665,1.57105,0.0065746,0.0065746,0.0065746
175,14637.3,0.98044,0.90226,1.24532,0.77127,0.72882,0.79041,0.5439,1.21052,0.96505,1.57141,0.0065548,0.0065548,0.0065548
176,14721.2,0.98354,0.90333,1.24623,0.78132,0.72182,0.7912,0.54458,1.20997,0.96346,1.57129,0.006535,0.006535,0.006535
177,14804.9,0.97663,0.90362,1.23963,0.78274,0.72048,0.79133,0.54524,1.21057,0.96177,1.57159,0.0065152,0.0065152,0.0065152
178,14888.5,0.97401,0.89083,1.24649,0.77817,0.72351,0.79204,0.54665,1.20961,0.96399,1.57074,0.0064954,0.0064954,0.0064954
179,14972,0.97456,0.89543,1.24694,0.77878,0.71986,0.79197,0.54695,1.21016,0.96222,1.57134,0.0064756,0.0064756,0.0064756
180,15055.5,0.99085,0.911,1.25206,0.77583,0.72054,0.79289,0.5478,1.20957,0.96206,1.57012,0.0064558,0.0064558,0.0064558
181,15139.2,0.97372,0.89151,1.23896,0.78194,0.71369,0.79247,0.54745,1.20978,0.96292,1.5699,0.006436,0.006436,0.006436
182,15223.2,0.97355,0.87982,1.24411,0.75696,0.74006,0.79327,0.54758,1.20893,0.96187,1.56811,0.0064162,0.0064162,0.0064162
183,15306.9,0.97477,0.8854,1.24387,0.78651,0.7147,0.79294,0.54805,1.20889,0.96137,1.56843,0.0063964,0.0063964,0.0063964
184,15390.5,0.96668,0.88045,1.23783,0.78347,0.71628,0.79323,0.54771,1.20896,0.95995,1.56844,0.0063766,0.0063766,0.0063766
185,15474,0.9727,0.89061,1.2416,0.78881,0.7155,0.79379,0.54804,1.20966,0.95847,1.56909,0.0063568,0.0063568,0.0063568
186,15557.4,0.97005,0.8853,1.23861,0.76278,0.73671,0.79369,0.54891,1.20918,0.9582,1.56921,0.006337,0.006337,0.006337
187,15640.7,0.97009,0.87359,1.23636,0.77541,0.73297,0.79402,0.5499,1.20865,0.95622,1.56835,0.0063172,0.0063172,0.0063172
188,15724.8,0.96631,0.86897,1.23873,0.77302,0.73551,0.79476,0.5495,1.20897,0.9544,1.56837,0.0062974,0.0062974,0.0062974
189,15808.3,0.9606,0.86353,1.23269,0.77313,0.7354,0.79469,0.5498,1.21003,0.95395,1.56984,0.0062776,0.0062776,0.0062776
190,15892.2,0.97042,0.87561,1.24044,0.77332,0.73409,0.7952,0.54972,1.20977,0.95296,1.5694,0.0062578,0.0062578,0.0062578
191,15976.1,0.96856,0.86931,1.23845,0.7665,0.73855,0.79526,0.54995,1.20936,0.95313,1.56914,0.006238,0.006238,0.006238
192,16059.4,0.96672,0.87,1.23953,0.76326,0.74078,0.79517,0.55047,1.20853,0.95269,1.5685,0.0062182,0.0062182,0.0062182
193,16142.7,0.96283,0.8525,1.23607,0.76325,0.74015,0.79534,0.55059,1.20984,0.95264,1.5702,0.0061984,0.0061984,0.0061984
194,16226.4,0.97002,0.86678,1.23658,0.76329,0.74289,0.79585,0.55129,1.20836,0.95265,1.56865,0.0061786,0.0061786,0.0061786
195,16310.5,0.96511,0.87476,1.23877,0.76804,0.73695,0.79359,0.54966,1.21016,0.95123,1.56947,0.0061588,0.0061588,0.0061588
196,16394.3,0.95844,0.85703,1.23126,0.76925,0.73745,0.79403,0.55067,1.21166,0.95088,1.57111,0.006139,0.006139,0.006139
197,16477.9,0.96256,0.86542,1.23105,0.769,0.73675,0.79488,0.55156,1.21238,0.94922,1.57173,0.0061192,0.0061192,0.0061192
198,16561.4,0.9537,0.84368,1.22877,0.76821,0.73747,0.79541,0.55245,1.21302,0.94854,1.57226,0.0060994,0.0060994,0.0060994
199,16644.8,0.95475,0.85353,1.22809,0.76747,0.73646,0.79535,0.55305,1.21266,0.9483,1.57236,0.0060796,0.0060796,0.0060796
200,16728.4,0.96137,0.85288,1.23613,0.76954,0.73989,0.79556,0.55264,1.21192,0.94725,1.5718,0.0060598,0.0060598,0.0060598
201,16811.8,0.96441,0.84719,1.22705,0.7734,0.73818,0.79608,0.55256,1.21229,0.94731,1.57218,0.00604,0.00604,0.00604
202,16895.7,0.9668,0.85245,1.2309,0.77627,0.73466,0.79541,0.55224,1.21204,0.94682,1.57168,0.0060202,0.0060202,0.0060202
203,16980.1,0.95394,0.84281,1.22856,0.7771,0.73587,0.79579,0.55296,1.21217,0.94638,1.57199,0.0060004,0.0060004,0.0060004
204,17063.7,0.95567,0.83377,1.22926,0.77808,0.73534,0.79574,0.55166,1.212,0.94643,1.5721,0.0059806,0.0059806,0.0059806
205,17147.1,0.95397,0.8251,1.22493,0.77869,0.7352,0.79589,0.55237,1.21247,0.94714,1.57267,0.0059608,0.0059608,0.0059608
206,17230.9,0.95254,0.83209,1.22341,0.78144,0.73586,0.79631,0.55096,1.21257,0.94627,1.5731,0.005941,0.005941,0.005941
207,17314.3,0.95955,0.84928,1.23196,0.78931,0.72451,0.79605,0.55204,1.21269,0.94684,1.57337,0.0059212,0.0059212,0.0059212
208,17397.7,0.948,0.82037,1.2207,0.79134,0.72473,0.79617,0.55096,1.21288,0.9471,1.57347,0.0059014,0.0059014,0.0059014
209,17481.5,0.95647,0.84356,1.22806,0.79058,0.72221,0.79657,0.55213,1.21282,0.94636,1.57318,0.0058816,0.0058816,0.0058816
210,17565.7,0.94732,0.82272,1.22336,0.78911,0.72506,0.7962,0.5519,1.21283,0.94702,1.57298,0.0058618,0.0058618,0.0058618
211,17649.3,0.94967,0.82763,1.22372,0.78954,0.72648,0.79696,0.55194,1.21267,0.94649,1.57285,0.005842,0.005842,0.005842
212,17732.6,0.93961,0.801,1.21819,0.78066,0.73254,0.79709,0.55165,1.21306,0.94598,1.57266,0.0058222,0.0058222,0.0058222
213,17816,0.93932,0.82328,1.22192,0.78677,0.72682,0.79717,0.55334,1.21357,0.94551,1.57356,0.0058024,0.0058024,0.0058024
214,17899.9,0.94151,0.82146,1.21914,0.78762,0.73232,0.79763,0.55277,1.21443,0.94519,1.5745,0.0057826,0.0057826,0.0057826
215,17983,0.9441,0.80704,1.21954,0.78686,0.73001,0.79712,0.55392,1.21506,0.94583,1.57554,0.0057628,0.0057628,0.0057628
216,18066.3,0.9462,0.81305,1.22424,0.78502,0.73451,0.79769,0.55391,1.21582,0.94452,1.57725,0.005743,0.005743,0.005743
217,18149.9,0.94698,0.81656,1.22153,0.79129,0.72786,0.79766,0.55476,1.21553,0.94475,1.57662,0.0057232,0.0057232,0.0057232
218,18233.9,0.93924,0.81382,1.2208,0.79125,0.72749,0.79842,0.55415,1.21439,0.94361,1.57601,0.0057034,0.0057034,0.0057034
219,18317.9,0.93178,0.80044,1.20906,0.79122,0.72655,0.7981,0.5547,1.21486,0.94459,1.5765,0.0056836,0.0056836,0.0056836
220,18400.9,0.93519,0.79579,1.21718,0.78812,0.72801,0.79783,0.55479,1.21314,0.9439,1.57516,0.0056638,0.0056638,0.0056638
221,18484.5,0.93619,0.79641,1.21373,0.7894,0.72621,0.79778,0.55517,1.21386,0.94308,1.5759,0.005644,0.005644,0.005644
222,18567.4,0.94385,0.80886,1.2233,0.78792,0.72867,0.79828,0.55471,1.21409,0.94347,1.57607,0.0056242,0.0056242,0.0056242
223,18650.9,0.932,0.80531,1.21016,0.78842,0.73048,0.79817,0.5549,1.21501,0.94315,1.57723,0.0056044,0.0056044,0.0056044
224,18734.3,0.94193,0.79497,1.22091,0.79094,0.72728,0.79847,0.5545,1.21594,0.94194,1.57796,0.0055846,0.0055846,0.0055846
225,18817.5,0.93079,0.7927,1.2138,0.79068,0.728,0.7985,0.55481,1.21564,0.94159,1.5777,0.0055648,0.0055648,0.0055648
226,18901,0.93705,0.79329,1.21183,0.79221,0.72795,0.79898,0.5548,1.21559,0.94149,1.57773,0.005545,0.005545,0.005545
227,18985.1,0.92766,0.80495,1.21477,0.79137,0.72647,0.79895,0.55493,1.21542,0.94058,1.57788,0.0055252,0.0055252,0.0055252
228,19069,0.93301,0.78781,1.20987,0.79343,0.72772,0.7992,0.55479,1.21634,0.9403,1.5786,0.0055054,0.0055054,0.0055054
229,19152.7,0.92613,0.78247,1.21021,0.79488,0.72857,0.80028,0.55642,1.21609,0.94071,1.57813,0.0054856,0.0054856,0.0054856
230,19235.8,0.93041,0.78098,1.20915,0.79549,0.72827,0.79994,0.55607,1.21686,0.94158,1.57897,0.0054658,0.0054658,0.0054658
231,19319.2,0.93098,0.78202,1.20687,0.79702,0.72959,0.80032,0.55555,1.21737,0.94089,1.57929,0.005446,0.005446,0.005446
232,19402.7,0.92365,0.78582,1.20729,0.79824,0.72888,0.8002,0.55532,1.21691,0.94086,1.57952,0.0054262,0.0054262,0.0054262
233,19485.8,0.92328,0.7874,1.20571,0.79755,0.72978,0.80031,0.55529,1.21745,0.93991,1.57998,0.0054064,0.0054064,0.0054064
234,19569.7,0.92525,0.7681,1.19995,0.79278,0.73068,0.80058,0.55559,1.21718,0.94104,1.57993,0.0053866,0.0053866,0.0053866
235,19652.9,0.92746,0.77284,1.20996,0.79826,0.72938,0.80059,0.55537,1.21684,0.9414,1.57969,0.0053668,0.0053668,0.0053668
236,19736.8,0.93111,0.78386,1.2105,0.79396,0.7294,0.80026,0.55564,1.21708,0.94109,1.58004,0.005347,0.005347,0.005347
237,19820.6,0.91929,0.77218,1.20298,0.79533,0.7298,0.80112,0.55652,1.21761,0.94049,1.58006,0.0053272,0.0053272,0.0053272
238,19903.8,0.92865,0.78184,1.2077,0.79301,0.72942,0.80111,0.55629,1.21752,0.94027,1.57992,0.0053074,0.0053074,0.0053074
239,19987.3,0.92562,0.77193,1.20819,0.79284,0.72942,0.8008,0.55628,1.21774,0.93952,1.5804,0.0052876,0.0052876,0.0052876
240,20071.1,0.92625,0.77359,1.20852,0.79179,0.72991,0.80101,0.55624,1.21823,0.94026,1.58122,0.0052678,0.0052678,0.0052678
241,20154.8,0.91214,0.76118,1.19841,0.79355,0.72924,0.80057,0.55593,1.21806,0.94029,1.58113,0.005248,0.005248,0.005248
242,20238.6,0.92714,0.77377,1.21138,0.79338,0.72895,0.80072,0.55654,1.21712,0.94066,1.58067,0.0052282,0.0052282,0.0052282
243,20321.7,0.91842,0.76654,1.20355,0.79194,0.72934,0.80098,0.55698,1.21652,0.94066,1.5802,0.0052084,0.0052084,0.0052084
244,20405.3,0.90997,0.75769,1.20515,0.78999,0.73024,0.80113,0.55708,1.21674,0.9417,1.58029,0.0051886,0.0051886,0.0051886
245,20489,0.91508,0.75,1.20313,0.78739,0.72977,0.80115,0.55684,1.21718,0.94193,1.58047,0.0051688,0.0051688,0.0051688
246,20572.3,0.92019,0.76556,1.20818,0.78818,0.73198,0.80129,0.55723,1.21693,0.94228,1.58033,0.005149,0.005149,0.005149
247,20656.1,0.91251,0.74826,1.1987,0.78736,0.73407,0.80125,0.55753,1.21723,0.94226,1.58057,0.0051292,0.0051292,0.0051292
248,20739.1,0.91792,0.75871,1.20412,0.78738,0.73367,0.80125,0.5574,1.21658,0.94221,1.57974,0.0051094,0.0051094,0.0051094
249,20823.1,0.90633,0.75162,1.19599,0.78717,0.73339,0.80125,0.55739,1.21754,0.94206,1.58023,0.0050896,0.0050896,0.0050896
250,20906.5,0.90723,0.74929,1.19483,0.78698,0.73294,0.80107,0.55703,1.21751,0.94233,1.58003,0.0050698,0.0050698,0.0050698
251,20989.5,0.91166,0.75609,1.20224,0.7861,0.73117,0.80119,0.55688,1.21802,0.94311,1.58106,0.00505,0.00505,0.00505
252,21073.2,0.92066,0.75389,1.21007,0.78525,0.73141,0.80092,0.55663,1.21844,0.94376,1.58098,0.0050302,0.0050302,0.0050302
253,21156.3,0.91242,0.73741,1.19722,0.78592,0.73307,0.80088,0.55667,1.21854,0.94319,1.58136,0.0050104,0.0050104,0.0050104
254,21240,0.89697,0.74732,1.18724,0.78573,0.73357,0.80065,0.55659,1.21806,0.94341,1.58105,0.0049906,0.0049906,0.0049906
255,21323.6,0.89964,0.73827,1.19382,0.78608,0.73528,0.80048,0.55696,1.21817,0.94354,1.58118,0.0049708,0.0049708,0.0049708
256,21406.1,0.90919,0.74128,1.19429,0.78423,0.73503,0.79965,0.55716,1.2187,0.94252,1.58148,0.004951,0.004951,0.004951
257,21489,0.89901,0.74018,1.19118,0.78438,0.7356,0.79968,0.55678,1.21884,0.94222,1.58144,0.0049312,0.0049312,0.0049312
258,21572.6,0.90439,0.74147,1.19614,0.78528,0.73515,0.79972,0.55713,1.21969,0.94283,1.58219,0.0049114,0.0049114,0.0049114
259,21656,0.89713,0.72786,1.18616,0.78462,0.73526,0.79938,0.55634,1.21921,0.94341,1.58178,0.0048916,0.0048916,0.0048916
260,21739.5,0.90313,0.731,1.19283,0.78537,0.73645,0.79958,0.55587,1.22001,0.94378,1.58273,0.0048718,0.0048718,0.0048718
261,21821.9,0.89915,0.73098,1.1917,0.78623,0.73653,0.79969,0.55622,1.21985,0.94368,1.58295,0.004852,0.004852,0.004852
262,21904.7,0.90112,0.7397,1.1896,0.787,0.73605,0.79989,0.55675,1.22026,0.94428,1.58377,0.0048322,0.0048322,0.0048322
263,21987.9,0.8843,0.71711,1.18441,0.78401,0.73562,0.80013,0.55659,1.2211,0.9437,1.58474,0.0048124,0.0048124,0.0048124
264,22070.7,0.90048,0.72039,1.1849,0.78367,0.73536,0.79994,0.55617,1.22075,0.94373,1.58473,0.0047926,0.0047926,0.0047926
265,22154.1,0.89944,0.72763,1.19001,0.78345,0.73474,0.80002,0.55642,1.22082,0.94417,1.58467,0.0047728,0.0047728,0.0047728
266,22236.5,0.89265,0.72328,1.18785,0.78391,0.73522,0.79903,0.55628,1.2212,0.9443,1.58563,0.004753,0.004753,0.004753
267,22319.5,0.89448,0.72359,1.18746,0.78453,0.73571,0.79921,0.5569,1.22168,0.94376,1.58631,0.0047332,0.0047332,0.0047332
268,22402.7,0.89504,0.71854,1.18909,0.78479,0.73569,0.79897,0.5572,1.22117,0.94407,1.58611,0.0047134,0.0047134,0.0047134
269,22485.6,0.88563,0.71463,1.18104,0.78424,0.73596,0.79917,0.55708,1.22143,0.94464,1.58645,0.0046936,0.0046936,0.0046936
270,22568.7,0.88509,0.71398,1.18398,0.78427,0.73605,0.79982,0.55765,1.22177,0.9456,1.58676,0.0046738,0.0046738,0.0046738
271,22651.3,0.89904,0.73266,1.19053,0.78472,0.73526,0.79991,0.5575,1.22151,0.94605,1.58654,0.004654,0.004654,0.004654
272,22734.4,0.88818,0.72165,1.18768,0.78403,0.73446,0.80037,0.5581,1.22088,0.9465,1.58562,0.0046342,0.0046342,0.0046342
273,22818.2,0.89294,0.71995,1.18382,0.78302,0.73528,0.80043,0.55795,1.22122,0.94714,1.58582,0.0046144,0.0046144,0.0046144
274,22900.9,0.88013,0.69918,1.17616,0.78149,0.73324,0.80014,0.55774,1.22128,0.94658,1.58579,0.0045946,0.0045946,0.0045946
275,22984,0.88996,0.70266,1.18605,0.783,0.73316,0.79997,0.55765,1.22157,0.94774,1.58642,0.0045748,0.0045748,0.0045748
276,23066.8,0.89428,0.72686,1.19151,0.78335,0.73412,0.79971,0.55752,1.2217,0.94836,1.58668,0.004555,0.004555,0.004555
277,23150.2,0.89137,0.70917,1.18488,0.78333,0.73322,0.79978,0.55755,1.22189,0.94801,1.58723,0.0045352,0.0045352,0.0045352
278,23233.5,0.87937,0.6971,1.1742,0.78243,0.73446,0.79945,0.55727,1.22231,0.94727,1.58756,0.0045154,0.0045154,0.0045154
279,23316.2,0.88403,0.70445,1.17942,0.78349,0.73567,0.79967,0.55736,1.22228,0.94783,1.58744,0.0044956,0.0044956,0.0044956
280,23399.4,0.87643,0.69231,1.1722,0.78409,0.73558,0.79943,0.55694,1.22271,0.94767,1.58774,0.0044758,0.0044758,0.0044758
281,23482,0.88157,0.70141,1.18017,0.78447,0.73363,0.79938,0.5566,1.22319,0.94761,1.58812,0.004456,0.004456,0.004456
282,23565.1,0.88524,0.69865,1.18227,0.78668,0.73488,0.79981,0.55738,1.22273,0.94839,1.58792,0.0044362,0.0044362,0.0044362
283,23648.3,0.87545,0.69347,1.17481,0.78544,0.73378,0.79929,0.55727,1.2231,0.94881,1.58819,0.0044164,0.0044164,0.0044164
284,23731.2,0.87447,0.69664,1.18056,0.78441,0.73429,0.79963,0.55644,1.22393,0.94843,1.58924,0.0043966,0.0043966,0.0043966
285,23814.5,0.87759,0.69961,1.18152,0.78476,0.73381,0.79921,0.55664,1.22369,0.94872,1.58901,0.0043768,0.0043768,0.0043768
286,23897.1,0.87256,0.69278,1.173,0.78587,0.73238,0.79938,0.55689,1.22384,0.94887,1.58967,0.004357,0.004357,0.004357
287,23980.3,0.88754,0.69012,1.1836,0.78534,0.73306,0.79884,0.55706,1.22407,0.94851,1.58996,0.0043372,0.0043372,0.0043372
288,24063.7,0.8732,0.68623,1.17804,0.78388,0.73421,0.79878,0.55681,1.22454,0.9482,1.59049,0.0043174,0.0043174,0.0043174
289,24146.6,0.87296,0.68889,1.17433,0.78336,0.73455,0.79868,0.55706,1.22486,0.94817,1.59067,0.0042976,0.0042976,0.0042976
290,24229.7,0.87782,0.68622,1.1797,0.78322,0.73339,0.79854,0.55639,1.22534,0.94775,1.59123,0.0042778,0.0042778,0.0042778
291,24312.3,0.87562,0.69395,1.17216,0.78545,0.73049,0.79799,0.55618,1.22561,0.94829,1.59173,0.004258,0.004258,0.004258
292,24395.6,0.86822,0.68304,1.1695,0.7847,0.72945,0.79811,0.55578,1.2257,0.9483,1.59185,0.0042382,0.0042382,0.0042382
293,24478.8,0.87331,0.69371,1.17786,0.78142,0.7315,0.79788,0.55593,1.22615,0.94906,1.59252,0.0042184,0.0042184,0.0042184
294,24561.3,0.86605,0.67568,1.16741,0.7821,0.73207,0.79822,0.55633,1.22627,0.94884,1.59236,0.0041986,0.0041986,0.0041986
295,24644.7,0.87126,0.676,1.17481,0.78958,0.72887,0.79853,0.55696,1.22604,0.94934,1.59241,0.0041788,0.0041788,0.0041788
296,24727.2,0.86295,0.66799,1.17124,0.77774,0.73295,0.79833,0.5562,1.22578,0.94968,1.59191,0.004159,0.004159,0.004159
297,24810.2,0.86851,0.6881,1.17453,0.77695,0.73286,0.79836,0.55656,1.22566,0.95012,1.59172,0.0041392,0.0041392,0.0041392
298,24893.4,0.85677,0.67773,1.16515,0.77916,0.73221,0.79808,0.55505,1.22542,0.95015,1.59138,0.0041194,0.0041194,0.0041194
299,24976.3,0.8714,0.66968,1.17534,0.78003,0.73073,0.79828,0.55551,1.22593,0.95008,1.59191,0.0040996,0.0040996,0.0040996
300,25059.5,0.85728,0.67037,1.16565,0.77979,0.73022,0.7984,0.55598,1.22632,0.9502,1.59254,0.0040798,0.0040798,0.0040798
301,25141.9,0.8685,0.68331,1.17045,0.77862,0.73529,0.79807,0.55558,1.22647,0.94989,1.59292,0.00406,0.00406,0.00406
302,25225.2,0.87332,0.67216,1.17133,0.77737,0.73458,0.79774,0.55501,1.22748,0.95157,1.59432,0.0040402,0.0040402,0.0040402
303,25308.1,0.85628,0.66461,1.17208,0.77625,0.73558,0.79727,0.55476,1.22777,0.95119,1.59449,0.0040204,0.0040204,0.0040204
304,25391.3,0.85725,0.66597,1.16251,0.77617,0.73563,0.79774,0.55545,1.22776,0.95152,1.59475,0.0040006,0.0040006,0.0040006
305,25474.8,0.86988,0.6737,1.16666,0.77194,0.73627,0.79763,0.55619,1.22811,0.95119,1.59521,0.0039808,0.0039808,0.0039808
306,25557.5,0.85949,0.66385,1.16171,0.76987,0.73753,0.79747,0.55662,1.22848,0.95214,1.59596,0.003961,0.003961,0.003961
307,25640.5,0.85745,0.65307,1.16081,0.76843,0.73809,0.79754,0.55669,1.22858,0.9527,1.59649,0.0039412,0.0039412,0.0039412
308,25723,0.84863,0.65493,1.16238,0.7736,0.73678,0.79763,0.55631,1.22844,0.9532,1.59655,0.0039214,0.0039214,0.0039214
309,25806.2,0.84671,0.65945,1.16034,0.77424,0.73746,0.79771,0.55693,1.22819,0.95404,1.59638,0.0039016,0.0039016,0.0039016
310,25889.2,0.85895,0.65846,1.16157,0.76572,0.74,0.79773,0.55571,1.22825,0.95416,1.59664,0.0038818,0.0038818,0.0038818
311,25971.9,0.84467,0.643,1.15546,0.76499,0.73969,0.7979,0.55584,1.2282,0.95449,1.5968,0.003862,0.003862,0.003862
312,26055.2,0.85644,0.6612,1.16569,0.76596,0.7393,0.79747,0.55733,1.22824,0.9555,1.59714,0.0038422,0.0038422,0.0038422
313,26137.8,0.84538,0.64942,1.15811,0.78156,0.7293,0.79721,0.55704,1.22859,0.95603,1.59771,0.0038224,0.0038224,0.0038224
314,26221,0.84468,0.64008,1.15791,0.78283,0.72801,0.79709,0.5564,1.22856,0.95683,1.59745,0.0038026,0.0038026,0.0038026
315,26304.5,0.84294,0.64732,1.16166,0.78301,0.72793,0.79706,0.5571,1.22842,0.95789,1.59779,0.0037828,0.0037828,0.0037828
316,26387,0.85008,0.64153,1.1628,0.77393,0.73583,0.79703,0.55685,1.22838,0.95825,1.59789,0.003763,0.003763,0.003763
317,26470.1,0.84647,0.6608,1.1633,0.7831,0.7273,0.79688,0.55721,1.22845,0.9584,1.59829,0.0037432,0.0037432,0.0037432
318,26552.9,0.83951,0.63863,1.15238,0.78347,0.72677,0.79682,0.55762,1.2285,0.959,1.5988,0.0037234,0.0037234,0.0037234
319,26635.8,0.853,0.65054,1.16306,0.78358,0.72925,0.79704,0.55693,1.22887,0.95845,1.59914,0.0037036,0.0037036,0.0037036
320,26719,0.83766,0.64376,1.15121,0.78197,0.7303,0.79636,0.55764,1.22852,0.95872,1.59921,0.0036838,0.0036838,0.0036838
321,26802,0.84143,0.63791,1.15912,0.78233,0.7292,0.79632,0.5576,1.22882,0.96006,1.59941,0.003664,0.003664,0.003664
322,26885.3,0.83969,0.63628,1.15345,0.78351,0.73197,0.79769,0.55802,1.22934,0.95956,1.6003,0.0036442,0.0036442,0.0036442
